"id","question","answer","wrong_answers","explanation","category","difficulty","milestones","mode","challenge_type","status","tags","source","source_page","revision_notes","favorite","confidence","created_at","updated_at"
"SOCLE-QUIZ-090","Quel est le format d’une feuille A4 ?","210 x 297 mm","297 x 420 mm | 148 x 210 mm","","Production","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-091","C’est quoi la sérigraphie ?","Une technique d’imprimerie qui utilise des pochoirs interposés entre l’encre et le support","Une technique qui consiste à imprimer directement sur le tissu avec une presse rotative | Une méthode d’impression en relief sur tissu","","Production","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-092","Lequel de ces types d’impression n’existe pas ?","La lamographie","La lithographie | La risographie","","Production","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-093","Quel type d’impression utilise des plaques métalliques pour transférer l’encre sur un rouleau en caoutchouc, puis sur le support ?","Impression offset","Impression jet d'encre | Impression laser","","Production","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-094","Quel profil de couleur doit-on appliquer à son fichier pour l’impression ?","CMJN","Hexadécimal | RGB","","Production","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-095","Quelle est la résolution minimum des images avant l’impression ?","300 DPI","150 DPI | 72 DPI","","Production","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-096","Quel est le format d’une feuille A2 ?","420 x 594 mm","148 x 210 mm | 594 x 841 mm","","Production","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-097","Quelle est la norme internationale qui définit la plupart des formats de papier depuis 1975 ?","ISO 216","ISO 9001 | ISO 269","","Production","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-098","Quelle lettre précède un numéro de format d’enveloppes ?","C","B | D","","Production","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-099","Que signifie PNG ?","Portable Network Graphic","Pixel Network Graphic | Pixel Native Graphic","","Production","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-100","Qu’est-ce qu’un signet dans un livre ?","Un morceau de papier ou de tissu qui permet de marquer une page d’un livre","Un rabat collé à la fin du livre pour protéger les pages | La signature de l’auteur en 4ème de couverture","","Production","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-101","Quelle lettre est associée à un type de lecture en composition ?","Z","Y | S","","Composition","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-102","Laquelle de ces affirmations décrit correctement la loi de Gestalt “figure / fond” ?","Notre perception distingue un objet principal (figure) de son arrière-plan (fond)","Des éléments identiques sont automatiquement regroupés en un ensemble | Les formes fermées sont perçues comme des unités complètes","","Composition","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-103","Combien vaut le nombre d’or ?","1.618","1.816 | 1.168","","Composition","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-104","Comment s’appelle la zone de débordement qui sera découpée après impression ?","Fond perdu","Marge extérieure | Bordure extérieur","","Composition","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-105","Comment s’appelle l’espace entre les colonnes dans une grille ?","Gouttière","Intercol | Gap","","Composition","Facile","2","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-106","Qu’est-ce que le gris typographique, dans une composition ?","Un concept qui englobe plusieurs éléments définis pour donner un bon équilibre à une composition","La répartition du texte et des images pour créer un contraste visuel | L’équilibre d’opacité entre noir et gris pour hiérarchiser les informations","","Composition","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-107","Quelle est la loi de Gestalt qui fait que des éléments proches sont perçus comme un groupe ?","Proximité","Similarité | Similitude","","Composition","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-108","Quel type de grille se divise dans sa largeur en colonnes (de 2 à 6 pour les plus simples) ?","Grille multicolonne","Grille à colonnes | Grille modulaire","","Composition","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-109","Qu’est-ce qu’une grille modulaire ?","Une grille composée de colonnes verticales et horizontales","Une grille asymétrique | Une grille qui propose plusieurs variantes pour des doubles pages","","Composition","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-QUIZ-110","Comment s’appelle la marge intérieure d’une double page ?","Le petit fond","Le fond de tête | Le fond interne","","Composition","Difficile","4","Quiz","Aucun","validated","socle | quiz","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-BUZZER-001","Qu'est-ce que le gris typographique ?","Un concept qui englobe plusieurs éléments définis pour donner un bon équilibre à une composition","L'équilibre d'opacité entre noir et gris pour hiérarchiser les informations | La répartition du texte et des images pour créer un contraste visuel","Le gris typographique désigne l'équilibre visuel créé par la densité du texte sur une page.","Composition","Moyen","3","Défi","Buzzer","validated","socle | défi | buzzer","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-BUZZER-002","Citez 3 formats d'image","JPG, PNG, GIF","DOC, PDF, TXT | MP3, WAV, FLAC","Il existe de nombreux formats d'images adaptés à différents usages.","Production","Moyen","3","Défi","Buzzer","validated","socle | défi | buzzer","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-BUZZER-003","Quelle est la couleur complémentaire du rouge ?","Le vert","Le jaune | Le violet","Dans le cercle chromatique, les couleurs complémentaires sont opposées.","Signe et couleur","Moyen","3","Défi","Buzzer","validated","socle | défi | buzzer","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-BUZZER-004","Quel raccourci clavier permet de tout sélectionner ?","Ctrl + A (Cmd + A)","Ctrl + C (Cmd + C) | Ctrl + Z (Cmd + Z)","Ce raccourci universel fonctionne dans la plupart des logiciels.","Production","Moyen","3","Défi","Buzzer","validated","socle | défi | buzzer","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-BUZZER-005","Qu'est-ce qu'une typographie serif ?","Une typographie avec empattements","Une typographie uniquement en capitales | Une typographie sans contraste de pleins et déliés","Les serif sont souvent utilisées pour les textes longs car elles facilitent la lecture.","Typographie","Moyen","3","Défi","Buzzer","validated","socle | défi | buzzer","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-001","Le RGB est un modèle de couleur additif utilisé principalement pour les écrans.","Vrai","Faux","Le RGB (Rouge, Vert, Bleu) est effectivement un modèle additif utilisé pour les écrans.","Signe et couleur","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-002","Le CMJN est un mode colorimétrique généralement destiné à l’impression.","Vrai","Faux","Le CMJN correspond aux encres cyan, magenta, jaune et noir utilisées en impression.","Signe et couleur","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-003","Une typographie sans serif possède des empattements.","Faux","Vrai","Une typographie sans serif est justement une typographie sans empattements.","Typographie","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-004","Le fond perdu sert à éviter un liseré blanc après la coupe d’un document imprimé.","Vrai","Faux","Le fond perdu prolonge les éléments graphiques au-delà du format final pour sécuriser la découpe.","Production","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-005","Une image destinée à l’impression est souvent préparée autour de 300 DPI.","Vrai","Faux","300 DPI est une résolution de référence courante pour une impression de qualité.","Production","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-006","Le crénage désigne l’ajustement de l’espace entre deux lettres précises.","Vrai","Faux","Le crénage agit sur des paires de lettres, contrairement à l’interlettrage qui concerne un ensemble plus large.","Typographie","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-007","La loi de proximité en Gestalt indique que des éléments proches sont perçus comme liés.","Vrai","Faux","La proximité fait partie des principes de Gestalt qui organisent notre perception visuelle.","Composition","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-008","Un logo pérenne est un logo qui suit toujours la dernière tendance graphique.","Faux","Vrai","La pérennité vise au contraire une identité capable de durer au-delà des modes passagères.","Logo","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-009","Deux couleurs complémentaires sont placées côte à côte sur le cercle chromatique.","Faux","Vrai","Deux couleurs complémentaires sont placées à l’opposé l’une de l’autre sur le cercle chromatique.","Signe et couleur","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-VRAIOUFAUX-010","Le format A3 est plus grand que le format A4.","Vrai","Faux","Dans la série A, plus le chiffre est petit, plus le format est grand : A3 est donc plus grand qu’A4.","Production","Moyen","3","Défi","Vrai/Faux","validated","socle | défi | vrai/faux","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-CHIFFRES-001","Donnez la valeur précise du nombre d'or ?","1,618","","Le nombre d'or (phi) vaut 1,618... soit 1618 pour 4 chiffres significatifs.","Composition","Moyen","3","Défi","Chiffres","validated","socle | défi | chiffres","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-CHIFFRES-002","Combien de centimètres ?","15,64","","15,64 cm.","Production","Moyen","3","Défi","Chiffres","validated","socle | défi | chiffres","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"SOCLE-CHIFFRES-003","Nombre de points DPI standard pour l'impression offset ?","300","","300 DPI est le standard pour l'impression de qualité.","Production","Moyen","3","Défi","Chiffres","validated","socle | défi | chiffres","Socle","","","false","1","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-NULS-01","Quel domaine du design graphique s'occupe principalement de la mise en page de livres, magazines et autres supports de lecture ?","Le design éditorial","Le motion design | Le design publicitaire","Le design éditorial organise les contenus d'un support de lecture afin de les rendre lisibles et cohérents.","Culture graphique","Pour les nuls","1","Quiz","Aucun","pending","livre | design éditorial","Le design graphique — savoirs & savoir-faire","20","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-NULS-02","À quels supports le design UX/UI est-il principalement destiné ?","Aux sites, applications et logiciels","Aux emballages imprimés | Aux reliures de livres","Le design UX/UI conçoit des interfaces numériques et l'expérience globale de leur utilisation.","Culture graphique","Pour les nuls","1","Quiz","Aucun","pending","livre | UX/UI","Le design graphique — savoirs & savoir-faire","20","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-NULS-03","Qu'est-ce qu'un moodboard ?","Un collage visuel qui traduit une ambiance et un style","Un devis détaillé d'impression | Une grille de mise en page définitive","Le moodboard rassemble notamment images, couleurs, textures et éléments graphiques pour orienter l'esthétique d'un projet.","Culture graphique","Pour les nuls","1","Quiz","Aucun","pending","livre | moodboard | créativité","Le design graphique — savoirs & savoir-faire","25","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-MOYEN-01","Dans la chaîne graphique, quelle phase vient immédiatement après la stratégie ?","La création","La finition | La distribution et la diffusion","Le livre présente l'ordre suivant : stratégie, création, réalisation, finition, puis distribution et diffusion.","Culture graphique","Moyen","3","Quiz","Aucun","pending","livre | chaîne graphique","Le design graphique — savoirs & savoir-faire","22","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-MOYEN-02","Pendant la première phase d'un brainstorming, quelle attitude favorise la production d'idées ?","Exprimer un maximum d'idées sans les juger","Écarter immédiatement les idées irréalistes | Ne conserver que l'avis du commanditaire","Le jugement et l'évaluation viennent après la phase d'expression libre.","Culture graphique","Moyen","3","Quiz","Aucun","pending","livre | brainstorming | créativité","Le design graphique — savoirs & savoir-faire","24","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-MOYEN-03","Quel est l'objectif principal d'un benchmark dans un projet graphique ?","Comparer des références pour repérer les bonnes pratiques","Choisir définitivement une police | Calculer le coût exact du papier","Le benchmark aide à apprendre de références comparables et à dégager des pistes d'amélioration ou d'innovation.","Culture graphique","Moyen","3","Quiz","Aucun","pending","livre | benchmark | méthode","Le design graphique — savoirs & savoir-faire","25","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-EXPERT-01","Quel enchaînement respecte l'ordre complet des cinq phases de la chaîne graphique présenté dans le livre ?","Stratégie, création, réalisation, finition, distribution et diffusion","Création, stratégie, finition, réalisation, diffusion | Stratégie, réalisation, création, diffusion, finition","Cet ordre accompagne le projet depuis sa définition jusqu'à sa mise à disposition du public.","Culture graphique","Expert","5","Quiz","Aucun","pending","livre | chaîne graphique | processus","Le design graphique — savoirs & savoir-faire","22","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-EXPERT-02","Quelle association décrit correctement le motion design ?","Des éléments graphiques et sonores mis en mouvement","Des emballages conçus uniquement à partir de papier | Des caractères typographiques gravés sur une plaque","Le motion design construit des animations dynamiques en combinant le graphisme, le mouvement et souvent le son.","Culture graphique","Expert","5","Quiz","Aucun","pending","livre | motion design","Le design graphique — savoirs & savoir-faire","21","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-CULTURE-EXPERT-03","Dans une carte mentale, pourquoi relie-t-on visuellement mots-clés, champs sémantiques et concepts ?","Pour faire apparaître des connexions utiles au début du projet","Pour remplacer la totalité du cahier des charges | Pour fixer les choix de production avant la recherche","La carte mentale organise visuellement l'information afin de favoriser les associations et l'exploration.","Culture graphique","Expert","5","Quiz","Aucun","pending","livre | mind mapping | créativité","Le design graphique — savoirs & savoir-faire","24","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-NULS-01","Quel détail caractérise une typographie serif ?","Elle possède des empattements","Elle est toujours écrite en capitales | Elle ne contient aucun signe de ponctuation","Les serif se reconnaissent à leurs empattements, ces petites extensions placées aux extrémités des lettres.","Typographie","Pour les nuls","1","Quiz","Aucun","pending","livre | serif | familles typographiques","Le design graphique — savoirs & savoir-faire","53","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-NULS-02","Comment reconnaît-on généralement une typographie sans serif ?","Elle ne possède pas d'empattements","Elle imite obligatoirement l'écriture manuscrite | Elle utilise uniquement des chiffres","Les sans serif présentent des formes dépourvues d'empattements et sont souvent associées à la clarté et à la modernité.","Typographie","Pour les nuls","1","Quiz","Aucun","pending","livre | sans serif | familles typographiques","Le design graphique — savoirs & savoir-faire","49","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-NULS-03","Que désigne une police de caractères ?","Un ensemble cohérent de lettres, chiffres, signes et glyphes","La couleur de fond d'un paragraphe | Le format physique d'une feuille","Une police réunit les caractères d'un même dessin, avec éventuellement plusieurs graisses et inclinaisons.","Typographie","Pour les nuls","1","Quiz","Aucun","pending","livre | police de caractères | bases","Le design graphique — savoirs & savoir-faire","45","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-MOYEN-01","À quoi servent principalement les contrastes typographiques dans une mise en page ?","À créer une hiérarchie et guider le regard","À convertir les couleurs en CMJN | À réduire automatiquement le poids du fichier","Les variations de taille, style, casse ou police structurent l'information et rendent les niveaux de lecture visibles.","Typographie","Moyen","3","Quiz","Aucun","pending","livre | contraste | hiérarchie","Le design graphique — savoirs & savoir-faire","65","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-MOYEN-02","Pourquoi les typographies scriptes doivent-elles être utilisées avec précaution ?","Leur dessin cursif peut rendre la lecture difficile","Elles ne peuvent pas contenir de minuscules | Elles sont incompatibles avec l'impression","Leur aspect manuscrit, connecté et fluide apporte de la personnalité, mais peut diminuer la lisibilité.","Typographie","Moyen","3","Quiz","Aucun","pending","livre | scriptes | lisibilité","Le design graphique — savoirs & savoir-faire","63","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-MOYEN-03","Quel était le nom d'origine de la typographie Helvetica ?","Neue Haas Grotesk","Times Modern | Futura Helvetica","Créée par Max Miedinger en 1957, elle a ensuite été renommée Helvetica en référence à la Suisse.","Typographie","Moyen","3","Quiz","Aucun","pending","livre | Helvetica | histoire","Le design graphique — savoirs & savoir-faire","69","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-EXPERT-01","Quelle association concernant Futura est exacte ?","Paul Renner, 1927, construction géométrique","Max Miedinger, 1957, construction humaniste | Stanley Morison, 1929, écriture scripte","Futura est dessinée par Paul Renner en 1927 et s'inscrit dans une esthétique géométrique proche du Bauhaus.","Typographie","Expert","5","Quiz","Aucun","pending","livre | Futura | histoire","Le design graphique — savoirs & savoir-faire","68","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-EXPERT-02","Quel besoin éditorial a orienté la création de Times New Roman pour le journal The Times ?","Économiser de l'encre tout en restant confortable à lire","Imiter une écriture manuscrite pour les titres | Créer une police réservée aux interfaces mobiles","Stanley Morison travaille sur une serif compacte, lisible et adaptée aux longs articles du journal.","Typographie","Expert","5","Quiz","Aucun","pending","livre | Times New Roman | histoire","Le design graphique — savoirs & savoir-faire","70","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-TYPO-EXPERT-03","Quel choix typographique risque de réduire la lisibilité sur écran ?","Un contraste très marqué entre pleins et déliés","Une taille adaptée à la résolution | Un contraste suffisant entre le texte et le fond","Les traits très fins de caractères à fort contraste peuvent mal résister à l'affichage en pixels.","Typographie","Expert","5","Quiz","Aucun","pending","livre | écran | lisibilité","Le design graphique — savoirs & savoir-faire","71","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-NULS-01","Quel mode colorimétrique est principalement utilisé pour les écrans ?","RVB","CMJN | Pantone métallique","Les écrans produisent les couleurs par synthèse additive à partir du rouge, du vert et du bleu.","Signe et couleur","Pour les nuls","1","Quiz","Aucun","pending","livre | RVB | couleur","Le design graphique — savoirs & savoir-faire","31","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-NULS-02","Quel mode colorimétrique est couramment utilisé pour l'impression en quadrichromie ?","CMJN","RVB | TSL écran","La quadrichromie combine les encres cyan, magenta, jaune et noir.","Signe et couleur","Pour les nuls","1","Quiz","Aucun","pending","livre | CMJN | couleur","Le design graphique — savoirs & savoir-faire","31","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-NULS-03","Où se trouvent deux couleurs complémentaires sur le cercle chromatique ?","À l'opposé l'une de l'autre","Toujours côte à côte | Toujours au centre du cercle","Les couleurs opposées sur le cercle forment un contraste complémentaire.","Signe et couleur","Pour les nuls","1","Quiz","Aucun","pending","livre | cercle chromatique | complémentaires","Le design graphique — savoirs & savoir-faire","32","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-MOYEN-01","Dans la théorie du signe de Saussure, qu'est-ce que le signifiant ?","La forme matérielle et perceptible du signe","Le concept abstrait associé au signe | La personne qui commande le projet","Le signifiant peut être un mot, un son ou une image ; le signifié correspond au contenu conceptuel.","Signe et couleur","Moyen","3","Quiz","Aucun","pending","livre | sémiologie | Saussure","Le design graphique — savoirs & savoir-faire","27","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-MOYEN-02","Comment obtient-on une teinte plus claire à partir d'une couleur ?","En lui ajoutant du blanc","En lui ajoutant uniquement du noir | En supprimant toute luminosité","L'ajout de blanc éclaircit la couleur et produit une teinte.","Signe et couleur","Moyen","3","Quiz","Aucun","pending","livre | teinte | couleur","Le design graphique — savoirs & savoir-faire","33","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-MOYEN-03","Dans le vocabulaire du livre, comment produit-on une nuance ou un ton plus subtil ?","En ajoutant du gris, donc du blanc et du noir","En ajoutant uniquement une couleur primaire | En convertissant automatiquement la couleur en RVB","L'ajout de gris assombrit et désature la couleur, ce qui la rend moins intense.","Signe et couleur","Moyen","3","Quiz","Aucun","pending","livre | nuance | couleur","Le design graphique — savoirs & savoir-faire","33","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-EXPERT-01","Que mesure l'échelle d'iconicité proposée par Abraham Moles ?","Le degré de ressemblance d'un signe avec ce qu'il représente","La quantité d'encre nécessaire à son impression | La lisibilité d'un texte selon son corps","L'échelle va d'une représentation très fidèle du réel vers des signes de plus en plus abstraits.","Signe et couleur","Expert","5","Quiz","Aucun","pending","livre | iconicité | Abraham Moles","Le design graphique — savoirs & savoir-faire","30","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-EXPERT-02","En synthèse additive, quel résultat obtient-on lorsque le rouge, le vert et le bleu sont additionnés à leur intensité maximale ?","Du blanc","Du noir | Du brun","La synthèse additive additionne des lumières ; leur combinaison maximale produit le blanc.","Signe et couleur","Expert","5","Quiz","Aucun","pending","livre | synthèse additive | RVB","Le design graphique — savoirs & savoir-faire","31","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-SIGNE-EXPERT-03","Combien le cercle chromatique présenté compte-t-il de couleurs primaires, secondaires et tertiaires au total ?","12","9 | 18","Il réunit 3 couleurs primaires, 3 secondaires et 6 tertiaires, soit 12 couleurs.","Signe et couleur","Expert","5","Quiz","Aucun","pending","livre | cercle chromatique | harmonies","Le design graphique — savoirs & savoir-faire","32","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-LOGO-NULS-01","De quoi est composé un logo typographique ?","Uniquement de texte","Uniquement d'une photographie | Uniquement d'un dégradé abstrait","Le nom de la marque est dessiné ou stylisé sans symbole figuratif séparé.","Logo","Pour les nuls","1","Quiz","Aucun","pending","livre | logo typographique","Le design graphique — savoirs & savoir-faire","29","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-LOGO-NULS-02","Quel type de logo personnifie une marque sous la forme d'un animal ou d'un personnage ?","Une mascotte","Un monogramme | Un emblème abstrait","La mascotte donne un visage ou un personnage reconnaissable à la marque.","Logo","Pour les nuls","1","Quiz","Aucun","pending","livre | mascotte | types de logos","Le design graphique — savoirs & savoir-faire","29","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-LOGO-NULS-03","Quel type de logo représente un élément visuel connu, comme une pomme ou un oiseau ?","Un pictogramme","Un logo abstrait | Un logo uniquement sonore","Le pictogramme s'appuie sur une forme identifiable issue du monde réel.","Logo","Pour les nuls","1","Quiz","Aucun","pending","livre | pictogramme | types de logos","Le design graphique — savoirs & savoir-faire","29","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-LOGO-MOYEN-01","Qu'est-ce qu'un monogramme dans une identité visuelle ?","Un signe construit avec quelques lettres ou initiales","Une photographie complète du produit | Une gamme de couleurs sans aucun caractère","Le monogramme condense généralement le nom d'une marque dans ses initiales.","Logo","Moyen","3","Quiz","Aucun","pending","livre | monogramme | types de logos","Le design graphique — savoirs & savoir-faire","29","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
"LIVRE-LOGO-MOYEN-02","À quelle forme traditionnelle un logo de type emblème fait-il souvent penser ?","À un sceau ou un blason","À une photographie panoramique | À une grille modulaire invisible","L'emblème rassemble généralement texte et symbole dans une forme fermée évoquant un sceau ou un blason.","Logo","Moyen","3","Quiz","Aucun","pending","livre | emblème | types de logos","Le design graphique — savoirs & savoir-faire","29","","false","0.98","2026-06-07T00:00:00.000Z","2026-06-07T00:00:00.000Z"
